key,category,chapter,severity,issues,question_text,correct_answer,solution_steps
qa-0365,Arithmetical Ability,Number System,review,missing_solution_steps,"If p3 – q3 = ( p – q) (p – q)2 – xpq, then find the value of x [SSC—CHSL (10 + 2) Exam, 2015]",B,
qa-0368,Arithmetical Ability,Number System,critical,repeated_operator_fragment,"If ( ) ( ) 22 25,a b ab− ÷+= then",B,"Let number be a According question, 4 5 of a – 45% of a = 56 4 45 565 100aa− ×= 35 100 5656100 35 a a ×= | = | a = 160 = 65% of a = 65 160 104100 ×="
qa-0369,Arithmetical Ability,Number System,critical,repeated_operator_fragment,"How many prime numbers are there between 100 to 200? [CMAT, 2017]",A,Given : : 6:7:8xy yz zx+ + += 678 xy yz zx a++ +=== (let) | x + y = 6 a .... (i) y + z = 7 a ...(ii) z + x = 8 a ...(iii) On adding all three equations 678xyyzzx a a a+++++ = + + | ( )2 21xyz a++ = | [ ]2 14 21 14a xyz× = ++= | 2 14 4 21 3a ×== | 466 8 3xy a+ = =× = | ( ) ( )z xyz xy= ++ − + = 14 – 8 = 6
qa-0372,Arithmetical Ability,Number System,critical,empty_layout_braces,"Two consecutive even positive integers, sum of the squares of which is 1060, are [CLAT, 2016]",C,"Let, the two consecutive even numbers are a and ( a + 2), respectively According to question, ( ) ( ){ } 222 222 1060 2a a a b a b ab++ = + = + + | a2 + a2 + 4 + 4 a = 1060 | 22 4 1056 0aa +− = | 2 2 528 0aa +− = | 2 24 22 528 0a aa+−− = | ( ) ( )24 22 24 0aa a+− += | ( )( )22 24 0aa− += | a = – 24, 22 374. The data in both the statements I and II are not sufficient to answer the question."
qa-0375,Arithmetical Ability,Number System,critical,concatenated_formula_numbers,"If the sum of two numbers is 14 and their difference is 10. Find the product of these two numbers. [UPSSSC Lower Subordinate (Pre.) Exam, 2016]",A,"Maximum daily wages of an officers = H.C.F. of ₹ 4,956; and ₹ 3,894 = ₹ 354 Illustration: 1 3894 4956 3894 3 1062 3894 3186 1 708 1062 708 2 354 708 708 × Maximum daily wages of an officer = ₹ 354 Number of Maximum days to attend the duty = 4956 14354 = Number of days present on duty = 3894 11354 = Number of absent days = 14 – 11 = 3 days"
qa-0380,Arithmetical Ability,HCF and LCM,review,dense_number_sequence,Find the factors of 1122.,B,2 1122 3 165 11 187 17 | 1122 = 2 × 3 × 11 × 17
qa-0383,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment; concatenated_formula_numbers,A number n is said to be perfect if the sum of all its divisors,A,"n Divisors excluding n Sum of divisors 6 1, 2, 3 6 9 1, 3 4 15 1, 3, 5 9 21 1, 3, 7 11 Clearly, 6 is a perfect number. So, H.C.F. of 116,690,151 and 427,863,887 = 38896717. 116, 690, 151 116690151 38896717 3 .427, 863, 887 427863887 38896717 11 ÷== ÷"
qa-0384,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment; concatenated_formula_numbers,1095 1168 when expressed in simplest form is,B,"1095 ) 1168 (1 1095 73 ) 1095 ( 15 73 365 365 × So, H.C.F. of 1095 and 1168 = 73. | 1095 731095 15 .1168 1168 73 16 ÷== ÷"
qa-0385,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment; concatenated_formula_numbers,"Reduce 128352 238368 to its lowest terms. (IGNOU, 2003)",C,"128352 ) 238368 (1 128352 110016 ) 128352 ( 1 110016 18336 ) 110016 ( 6 110016 × So, H.C.F. of 128352 and 238368 = 18336. | 128352 18336128352 7 .238368 238368 18336 13 ÷== ÷"
qa-0386,Arithmetical Ability,HCF and LCM,critical,concatenated_formula_numbers,"The simplest reduction to the lowest terms of 116, 690,151 427, 863, 887 is (SNAP, 2004)",A,116690151 ) 427863887 ( 3 350070453 77793434 ) 116690151 ( 1 77793434 38896717 ) 77793434 ( 2 77793434 × ANSWERS
qa-0399,Arithmetical Ability,HCF and LCM,review,dense_number_sequence,"The L.C.M. of 22, 54, 108, 135 and 198 is",C,2 22 54 108 135 198 3 11 27 54 135 99 3 11 9 18 45 33 3 11 3 6 15 11 11 11 1 2 5 11 11 2 5 1 −− − − −− − − −− − − −− − − −− − − −− − − L.C.M. = 2 × 3 × 3 × 3 × 11 × 2 × 5 = 5940.
qa-0406,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment,"The L.C.M. of 369,,478 is (L.I.C.A.D.O., 2008)",D,"Required L.C.M. = ==L.C.M. of 3, 6, 9 18 18.H.C.F. of 4, 7, 8 1"
qa-0427,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment,"If H.C.F. of p and q is x and q = xy, then the L.C.M. of p and q is",D,Product of numbers = H.C.F. × L.C.M. | pq = x × L.C.M. | L.C.M. = == () .pq p xy pyxx
qa-0433,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment; dense_number_sequence,"The L.C.M. of two numbers is 12 times their H.C.F. The sum of H.C.F. and L.C.M. is 403. If one number is 93, find the other. (M.B.A., 2007)",A,"Let H.C.F be h and L.C.M. be l. Then, l = 12 h and l + h = 403. | 12 h + h = 403 or h = 31. So l = (403 – 31) = 372. Hence, other number = × = 31 372 124.93 = ++ == 21 42 56 119 17.77"
qa-0435,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment,The product of two numbers is 1320 and their H.C.F. is 6. The L.C.M. of the numbers is,A,L.C.M. = Product of numbers 1320 220.H.C.F. 6==
qa-0442,Arithmetical Ability,HCF and LCM,review,missing_solution_steps,"The H.C.F. and L.C.M. of two numbers are 21 and 4641 respectively. If one of the numbers lies between 200 and 300, the two numbers are (M.A.T., 2006)",A,
qa-0450,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment; dense_number_sequence,"A person has to completely put each of three liquids: 403 litres of petrol, 465 litres of diesel and 496 litres of Mobil Oil in bottles of equal size without mixing any of the above three types of liquids such that each bottle is completely filled. What is the least possible number of bottles required?",B,"For the least number of bottles, the capacity of each bottle must be maximum. | Capacity of each bottle = H.C.F. of 403 litres, 465 litres and 496 litres = 31 litres. Hence, required number of bottles = ++ == 403 465 496 1364 44.31 31"
qa-0452,Arithmetical Ability,HCF and LCM,review,missing_solution_steps,"A rectangular courtyard 3.78 metres long and 5.25 metres wide is to be paved exactly with square tiles, all of the same size. What is the largest size of the tile which could be used for the purpose?",B,
qa-0453,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment,"The least number of square tiles required to pave the ceiling of a room 15 m 17 cm long and 9 m 2 cm broad is (M.B.A., 2006)",D,"For the least number of tiles, the size of the tile must be the maximum. Maximum size of the tile = H.C.F. of 1517 cm and 902 cm = 41 cm. Hence, required number of tiles = ×== × Area of ceiling 1517 902 814.Area of each tile 41 41"
qa-0454,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment; dense_number_sequence,"Three sets of English, Mathematics and Science books containing 336, 240 and 96 books respectively have to be stacked in such a way that all the books are stored subjectwise and the height of each stack is the same. Total number of stacks will be (S.S.C., 2007)",A,"Number of books in each stack = H.C.F. of 336, 240 and 96 = 48. Hence, total number of stacks = ++ == 336 240 96 672 14.48 48"
qa-0455,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment; dense_number_sequence,"Four metal rods of lengths 78 cm, 104 cm, 117 cm and 169 cm are to be cut into parts of equal length. Each part must be as long as possible. What is the maximum number of pieces that can be cut?",B,"Maximum length of each part = H.C.F. of 78 cm, 104 cm, 117 cm, 169 cm = 13 cm. | Number of pieces = +++ == 78 104 117 169 468 36.13 13"
qa-0459,Arithmetical Ability,HCF and LCM,critical,concatenated_formula_numbers; dense_number_sequence,"A milkman has 3 jars containing 57 litres, 129 litres and 177 litres of pure milk respectively. A measuring can, after a different number of exact measurements of milk in each jar, leaves the same amount of milk unmeasured in each jar. What is the volume of the largest such can? (J.M.E.T., 2004)",C,"Required volume = [H.C.F. of (129 – 57), (177 – 129) and (177 – 57)] litres = (H.C.F. of 72, 48 and 120) litres = 24 litres. 213 ) 7654 ( 35 639 1264 1065 199 2 9570 3 4785 5 1595 11 319 29"
qa-0463,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment; dense_number_sequence,Which of the following fractions is the largest?,A,"L.C.M. of 8, 16, 40 and 80 = 80. 7 70 13 65 31 62;;.8 80 16 80 40 80=== Since, >>> >>>70 65 63 62 7 13 63 31, so .80 80 80 80 8 16 80 40 So, 7 8 is the largest."
qa-0464,Arithmetical Ability,HCF and LCM,critical,concatenated_formula_numbers,What is the least natural number which leaves no remainder when divided by all the digits from 1 to 9?,C,"Required number = L.C.M. of 1, 2, 3, 4, 5, 6, 7, 8, 9 = 2 × 2 × 3 × 5 × 7 × 2 × 3 = 2520. 2 123456789 2 113253749 3 113153729 111151723 −−−−−−−− −−−−−−−− −−−−−−−− −−−−−−−−"
qa-0467,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment,"The smallest fraction, which each of 6 5 10,,7 14 21 will divide exactly is",A,"Required fraction = L.C.M. of 6, 5, 106 5 10 30L.C.M. of , , .7 14 21 H.C.F. of 7, 14, 21 7=="
qa-0497,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment,"Three persons walking around a circular track complete their respective single revolutions in 115 6 seconds, 116 4 seconds and 218 3 seconds respectively. They will be again together at the common starting point after an hour and",D,"L.C.M. of ==91 65 56 L.C.M. of 91, 65, 56, and 3640.6 4 3 H.C.F. of 6, 4, 3 So, the three persons will be together at the starting point in 3640 sec i.e., 1 hour 40 seconds."
qa-0500,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment,"A pendulum strikes 5 times in 3 seconds and another pendulum strikes 7 times in 4 seconds. If both pendulums start striking at the same time, how many clear strikes can be listened in 1 minute?",B,"First pendulum strikes once in 3 seconds.5 Second pendulum strikes once in 4 seconds.7 L.C.M. of ==3 4 L.C.M. of 3 and 4and 12.5 7 H.C.F. of 5 and 7 So, they strike together after every 12 seconds. Thus, they strike together 60 112 + = 6 times in 1 minute. | Total number of clear strikes heard = 60 60 5 7– 6 60 60 – 634 34 57 + = ×+ × = (100 + 105) – 6 = 199."
qa-0501,Arithmetical Ability,HCF and LCM,review,raw_backslash_separator; dense_number_sequence,"Find the HCF of 132, 204 and 228. [Indian Railways—Gr. ‘D’ Exam, 2014]",A,"H.C.F. of 132, 204 and 228. 132 = 2 × 2 × 3 × 11; 204 = 2 × 2 × 3 × 17; 228 = 2 × 2 × 3 × 19 \ HCF of 132, 204 and 228 is 2 × 2 × 3 i.e. 12 \ Required HCF = 12 Alternative method: 1 132 204 132 1 72 132 72 1 60 72 60 5 12 60 60 × Again HCF of 12 and 228 12 228 19 12 108 108 × \ Required HCF = 12"
qa-0503,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment; concatenated_formula_numbers,"The product of two whole numbers is 1500 and their HCF is 10. Find the LCM. [Indian Railways—Gr. ‘D’ Exam, 2014]",B,"Product of two numbers = 1500, HCF = 10 LCM Product of two numbers Their HCF= 1500 15010== Required LCM is 150."
qa-0504,Arithmetical Ability,HCF and LCM,review,raw_backslash_separator,"A number x is divided by 7. When this number is divided by 8, 12 and 16. It leaves a remainder 3 in each case. The least value of x is: [SSC—CHSL (10 + 2) Exam, 2015]",D,"LCM of 8, 12 and 16 = 48 2 8 – 12 – 16 2 4 – 6 – 8 2 2 – 3 – 4 1 – 3 – 2 2 × 2 × 2 × 2 × 3 = 48 \ Required number = 48 a + 3 Which is divisible by 7. \ x = 48 a + 3 = 7 × 6 a + 6 a + 3 = (7 × 6 a)+(6a + 3) which is divisible by 7. i.e. 6 a + 3 is divisible by 7. When a = 3, 6 a + 3 = 18 + 3 = 21 which is divisible by 7. \ x = 48 × 3 + 3 = 144 + 3 = 147"
qa-0505,Arithmetical Ability,HCF and LCM,review,raw_backslash_separator,"The number of pair of positive integers whose sum is 99 and HCF is 9 is [SSC—CHSL (10 + 2) Exam, 2015]",A,"Number of pair of positive integers whose sum is 99 and HCF is 9 is (9, 90; (18, 81); (27, 72); (36, 63) ; (45, 54). 128. Let the numbers are 3 x and 4 x So, HCF = x HCF × LCM = Product of numbers | x × 120 = 3 x × 4 x | x × 120 = 12 x2 | 120 = 12 x | x = 10 \ Numbers are 30 and 40. \ Sum of two numbers = 30 + 40 = 70"
qa-0507,Arithmetical Ability,HCF and LCM,review,raw_backslash_separator,"The greatest four digit number which is exactly divisible by each one of the numbers 12, 18, 21 and 28 [SSC—CHSL (10 + 2) Exam, 2015]",C,"The greatest 4 digit number is 9999 The LCM of 12, 18, 21, 28 is 252 On dividing 9999 by 252 the remainder comes out to be 171 \ Required number = 9999 – 171 = 9828"
qa-0508,Arithmetical Ability,HCF and LCM,critical,repeated_operator_fragment; raw_backslash_separator,"The traffic lights at three different signal points change after every 45 seconds, 75 seconds and 90 seconds respectively. If all change simultaneously at 7 : 20 : 15 hours, then they will change again simultaneously at [CLAT, 2016]",B,"5 45 – 75 – 90 3 9 – 15 – 18 3 3 – 5 – 6 1 – 5 – 2 | 5 × 3 × 3 × 5 × 2 = 450 LCM of 45, 75, 90 is 450 \ Traffic lights will change simultaneously after 7 minutes 30 seconds i.e. at 7 : 27 : 45 hours. 3 Decimal Fractions 69 IMPORTANT FACTS AND FORMULAE I. Decimal Fractions: Fractions in which denominators are powers of 10 are known as decimal fractions. Thus, 1 10 = 1 tenth = .1; 1 100 = 1 hundredth = .01; 99 100 = 99 hundredths = .99; 7 1000 = 7 thousandths = .007, etc. II. Conversion of a Decimal into Vulgar Fraction: Put 1 in the denominator under the decimal point and annex with it as many zeros as is the number of digits after the decimal point. Now, remove the decimal point and reduce the fraction to its lowest terms. Thus, 0.25 = 25 100 = 1 4 ; 2.008 = 2008 251 .1000 125= III. 1. Annexing zeros to the extreme right of a decimal fraction does not change its value. Thus, 0.8 = 0.80 = 0.800, etc. 2. If numerator and denominator of a fraction contain the same number of decimal places, then we remove the decimal sign. Thus, 1.84 184 8 .365 365 5=; .2.99 299 13 .584 584 8= == IV. Operations on Decimal Fractions: 1. Addition and Subtraction of Decimal Fractions: The given numbers are so placed under each other that the decimal points lie in one column. The numbers so arranged can now be added or subtracted in the usual way. 2. Multiplication of a Decimal Fraction By a Power of 10: Shift the decimal point to the right by as many places as is the power of 10. Thus, 5.9632 × 100 = 596.32; 0.073 × 10000 = 0.0730 × 10000 = 730. 3. Multiplication of Decimal Fractions: Multiply ..."
qa-0510,Arithmetical Ability,Decimal Fractions,critical,concatenated_formula_numbers,The fraction 101 27 100000 in decimal form is,C,27 27101 101 101 .00027 101.00027.100000 100000=+ =+ =
qa-0513,Arithmetical Ability,Decimal Fractions,critical,repeated_operator_fragment,What decimal of an hour is a second?,C,Required decimal = 11 60 60 3600=× = .00027.
qa-0514,Arithmetical Ability,Decimal Fractions,critical,repeated_operator_fragment,"75If 47.2506 = 4A + 2C 6E,BD+ ++ then the value of 5A + 3B + 6C + D + 3E is",C,"754A 2C 6E 47.2506BD++ + + = | 754A 2C 6E 40 + 7 + 0.2 + 0.05 + 0.0006BD++ + + = Comparing the terms on both sides, we get: 754A 40, 7, 2C 0.2, 0.05, 6E 0.0006BD= == = = or A = 10, B = 1, C = 0.1, D = 100, E = 0.0001. | 5A + 3B + 6C + D + 3E = (5 × 10) + (3 × 1) + (6 × 0.1) + 100 + (3 × 0.0001) = 50 + 3 + 0.6 + 100 + 0.0003 = 153.6003."
qa-0515,Arithmetical Ability,Decimal Fractions,critical,concatenated_formula_numbers; dense_number_sequence,"Express 1999 2111 in decimal. (R.R.B., 2006)",C,2111 19990 18999 9910 8444 14660 12666 1994 0.946 | 1999 0.9462111 =
qa-0516,Arithmetical Ability,Decimal Fractions,critical,repeated_operator_fragment,How many times is 0.1 greater than 0.01?,B,"0.1 = 10 × 0.01 ==97 2990.323, 0.598.300 500 Clearly, each one of 0.39 and 0.7175 lies between 0.333 and 0.75. So, 117 287 1 3and lie between and .300 400 3 4"
qa-0517,Arithmetical Ability,Decimal Fractions,critical,repeated_operator_fragment,"Out of the fractions 3456 7,, ,,,7 11 9 13 12 which is the second largest?",C,"Converting each of the given fractions into decimal form, we get: == ===3456 70.428, 0.363, 0.555, 0.461, 0.5837 11 9 13 12 Clearly, 0.583 > 0.555 > 0.461 > 0.428 > 0.363. So, 75634 12 9 13 7 11>> >> ⋅"
qa-0518,Arithmetical Ability,Decimal Fractions,critical,repeated_operator_fragment,Which of the following has fractions in ascending order?,C,"Converting each of the given fractions into decimal form, we get: 2 37 9 80.66, 0.6, 0.77, 0.81, 0.88.3 5 9 11 9= == = = Clearly, 0.6 < 0.66 < 0.77 < 0.81 < 0.88. 327 9 8So, .5 3 9 11 9<<< <"
qa-0519,Arithmetical Ability,Decimal Fractions,critical,repeated_operator_fragment,Which of the following are in descending order of their values?,D,"Converting each of the given fractions into decimal form, we get: 5 7 8 110.55, 0.63, 0.533, 0.647.9 11 15 17=== = Clearly, 0.647 0.63 0.55 0.533.>>> So, 11 7 5 8 .17 11 9 15> >>"
qa-0520,Arithmetical Ability,Decimal Fractions,critical,repeated_operator_fragment,"What is the difference between the biggest and the smallest fraction among 23,,34 45and ?56 (S.S.C., 2006)",A,"Converting each of the given fractions into decimal form, we get: 2 3 450.66, 0.75, 0.8, 0.833.3 4 56=== = 5 432Since 0.833 0.8 0.75 0.66, so .65 4 3> > > >>> | 52 1Required difference .63 6 =−="
